barrio_E,hora_E,barrio_J,hora_J,barrio_A,hora_A
CABALLITO,10:30:00,CABALLITO,10:30:00,BARRACAS,9:00:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,BARRACAS,9:00:00
VILLA PUEYRREDON,11:00:00,VILLA URQUIZA,10:30:00,CABALLITO,9:00:00
BARRACAS,11:00:00,VILLA PUEYRREDON,10:30:00,VILLA PUEYRREDON,9:00:00
VILLA URQUIZA,11:00:00,VILLA PUEYRREDON,10:30:00,VILLA URQUIZA,9:00:00
VILLA URQUIZA,11:00:00,BARRACAS,10:30:00,VILLA PUEYRREDON,9:00:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,VILLA PUEYRREDON,9:00:00
CABALLITO,11:00:00,CABALLITO,10:30:00,CABALLITO,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:00:00,VILLA PUEYRREDON,10:30:00,VILLA PUEYRREDON,9:30:00
VILLA PUEYRREDON,11:00:00,BARRACAS,10:30:00,BARRACAS,9:30:00
BARRACAS,11:00:00,CABALLITO,10:30:00,VILLA URQUIZA,9:30:00
CABALLITO,11:00:00,VILLA PUEYRREDON,10:30:00,CABALLITO,9:30:00
CABALLITO,11:00:00,CABALLITO,10:30:00,BARRACAS,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,CABALLITO,9:30:00
CABALLITO,11:00:00,CABALLITO,10:30:00,VILLA URQUIZA,9:30:00
CABALLITO,11:00:00,CABALLITO,10:30:00,BARRACAS,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,VILLA URQUIZA,9:30:00
BARRACAS,11:00:00,CABALLITO,10:30:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:00:00,CABALLITO,10:30:00,VILLA PUEYRREDON,9:30:00
VILLA URQUIZA,11:00:00,BARRACAS,10:30:00,VILLA URQUIZA,9:30:00
VILLA PUEYRREDON,11:00:00,CABALLITO,10:30:00,VILLA PUEYRREDON,9:30:00
VILLA PUEYRREDON,11:00:00,VILLA PUEYRREDON,10:30:00,CABALLITO,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,10:30:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:00:00,VILLA PUEYRREDON,10:30:00,VILLA PUEYRREDON,9:30:00
CABALLITO,11:00:00,CABALLITO,10:30:00,CABALLITO,9:30:00
CABALLITO,11:00:00,VILLA PUEYRREDON,11:00:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:00:00,VILLA PUEYRREDON,11:00:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:00:00,CABALLITO,11:00:00,CABALLITO,9:30:00
CABALLITO,11:00:00,CABALLITO,11:00:00,CABALLITO,9:30:00
VILLA URQUIZA,11:00:00,VILLA PUEYRREDON,11:00:00,VILLA PUEYRREDON,9:30:00
BARRACAS,11:00:00,CABALLITO,11:00:00,BARRACAS,9:30:00
VILLA PUEYRREDON,11:00:00,BARRACAS,11:00:00,BARRACAS,9:30:00
CABALLITO,11:00:00,CABALLITO,11:00:00,BARRACAS,9:30:00
VILLA URQUIZA,11:00:00,VILLA PUEYRREDON,11:00:00,BARRACAS,9:30:00
CABALLITO,11:00:00,CABALLITO,11:00:00,BARRACAS,9:30:00
BARRACAS,11:00:00,CABALLITO,11:00:00,BARRACAS,9:30:00
CABALLITO,11:00:00,CABALLITO,11:00:00,BARRACAS,9:30:00
CABALLITO,11:00:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:00:00,VILLA URQUIZA,11:00:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:00:00,VILLA URQUIZA,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:00:00,VILLA URQUIZA,11:00:00,CABALLITO,9:30:00
VILLA URQUIZA,11:00:00,BARRACAS,11:00:00,VILLA URQUIZA,9:30:00
BARRACAS,11:30:00,VILLA URQUIZA,11:00:00,VILLA PUEYRREDON,9:30:00
CABALLITO,11:30:00,CABALLITO,11:00:00,CABALLITO,9:30:00
CABALLITO,11:30:00,CABALLITO,11:00:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:30:00,CABALLITO,11:00:00,CABALLITO,9:30:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:00:00,BARRACAS,9:30:00
CABALLITO,11:30:00,VILLA URQUIZA,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,VILLA URQUIZA,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,VILLA URQUIZA,11:00:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,VILLA URQUIZA,11:00:00,CABALLITO,9:30:00
CABALLITO,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
BARRACAS,11:30:00,CABALLITO,11:00:00,BARRACAS,9:30:00
BARRACAS,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
BARRACAS,11:30:00,CABALLITO,11:00:00,CABALLITO,9:30:00
CABALLITO,11:30:00,VILLA URQUIZA,11:00:00,CABALLITO,9:30:00
VILLA URQUIZA,11:30:00,CABALLITO,11:00:00,CABALLITO,9:30:00
BARRACAS,11:30:00,BARRACAS,11:00:00,VILLA PUEYRREDON,9:30:00
CABALLITO,11:30:00,VILLA URQUIZA,11:00:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:30:00,CABALLITO,11:00:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:30:00,VILLA URQUIZA,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:00:00,VILLA URQUIZA,9:30:00
VILLA PUEYRREDON,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:00:00,BARRACAS,9:30:00
VILLA URQUIZA,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,CABALLITO,11:00:00,VILLA URQUIZA,9:30:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:00:00,VILLA PUEYRREDON,9:30:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:30:00,VILLA URQUIZA,9:30:00
BARRACAS,11:30:00,CABALLITO,11:30:00,VILLA PUEYRREDON,9:30:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,CABALLITO,9:30:00
CABALLITO,11:30:00,CABALLITO,11:30:00,CABALLITO,9:30:00
VILLA PUEYRREDON,11:30:00,VILLA PUEYRREDON,11:30:00,VILLA URQUIZA,9:30:00
VILLA URQUIZA,11:30:00,BARRACAS,11:30:00,VILLA URQUIZA,10:00:00
BARRACAS,11:30:00,BARRACAS,11:30:00,VILLA URQUIZA,10:00:00
BARRACAS,11:30:00,VILLA URQUIZA,11:30:00,CABALLITO,10:00:00
BARRACAS,11:30:00,VILLA PUEYRREDON,11:30:00,CABALLITO,10:00:00
BARRACAS,11:30:00,VILLA PUEYRREDON,11:30:00,CABALLITO,10:00:00
CABALLITO,11:30:00,CABALLITO,11:30:00,BARRACAS,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,VILLA PUEYRREDON,10:00:00
BARRACAS,11:30:00,CABALLITO,11:30:00,CABALLITO,10:00:00
VILLA URQUIZA,11:30:00,VILLA PUEYRREDON,11:30:00,VILLA PUEYRREDON,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,BARRACAS,10:00:00
BARRACAS,11:30:00,BARRACAS,11:30:00,CABALLITO,10:00:00
BARRACAS,11:30:00,VILLA PUEYRREDON,11:30:00,CABALLITO,10:00:00
BARRACAS,11:30:00,VILLA PUEYRREDON,11:30:00,CABALLITO,10:00:00
BARRACAS,11:30:00,CABALLITO,11:30:00,VILLA URQUIZA,10:00:00
BARRACAS,11:30:00,CABALLITO,11:30:00,VILLA URQUIZA,10:00:00
CABALLITO,11:30:00,VILLA URQUIZA,11:30:00,CABALLITO,10:00:00
VILLA URQUIZA,11:30:00,VILLA PUEYRREDON,11:30:00,BARRACAS,10:00:00
BARRACAS,11:30:00,CABALLITO,11:30:00,VILLA URQUIZA,10:00:00
BARRACAS,11:30:00,CABALLITO,11:30:00,CABALLITO,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,VILLA URQUIZA,10:00:00
CABALLITO,11:30:00,CABALLITO,11:30:00,CABALLITO,10:00:00
VILLA PUEYRREDON,11:30:00,VILLA PUEYRREDON,11:30:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,VILLA URQUIZA,10:00:00
BARRACAS,11:30:00,VILLA URQUIZA,11:30:00,CABALLITO,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,BARRACAS,10:00:00
VILLA PUEYRREDON,11:30:00,BARRACAS,11:30:00,BARRACAS,10:00:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:30:00,BARRACAS,10:00:00
CABALLITO,11:30:00,VILLA PUEYRREDON,11:30:00,BARRACAS,10:00:00
VILLA PUEYRREDON,11:30:00,VILLA PUEYRREDON,11:30:00,BARRACAS,10:00:00
VILLA URQUIZA,11:30:00,VILLA URQUIZA,11:30:00,BARRACAS,10:00:00
CABALLITO,11:30:00,CABALLITO,11:30:00,BARRACAS,10:00:00
CABALLITO,11:30:00,VILLA URQUIZA,11:30:00,BARRACAS,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,11:30:00,BARRACAS,10:00:00
BARRACAS,11:30:00,VILLA URQUIZA,11:30:00,BARRACAS,10:00:00
VILLA URQUIZA,11:30:00,VILLA URQUIZA,11:30:00,VILLA URQUIZA,10:00:00
VILLA PUEYRREDON,11:30:00,VILLA URQUIZA,11:30:00,VILLA PUEYRREDON,10:00:00
VILLA PUEYRREDON,11:30:00,BARRACAS,11:30:00,CABALLITO,10:00:00
VILLA PUEYRREDON,11:30:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,11:30:00,CABALLITO,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,11:30:00,VILLA URQUIZA,12:00:00,CABALLITO,10:00:00
VILLA PUEYRREDON,12:00:00,VILLA PUEYRREDON,12:00:00,CABALLITO,10:00:00
VILLA PUEYRREDON,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,CABALLITO,10:00:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,10:00:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,12:00:00,BARRACAS,10:00:00
VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,BARRACAS,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,CABALLITO,12:00:00,CABALLITO,10:00:00
BARRACAS,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,VILLA PUEYRREDON,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,VILLA PUEYRREDON,12:00:00,CABALLITO,10:00:00
CABALLITO,12:00:00,CABALLITO,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,CABALLITO,10:00:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,BARRACAS,10:00:00
VILLA URQUIZA,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
BARRACAS,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
VILLA URQUIZA,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:00:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
BARRACAS,12:00:00,VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,10:00:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:00:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,12:00:00,CABALLITO,10:00:00
VILLA PUEYRREDON,12:00:00,BARRACAS,12:00:00,CABALLITO,10:00:00
VILLA URQUIZA,12:00:00,BARRACAS,12:00:00,VILLA PUEYRREDON,10:30:00
BARRACAS,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,CABALLITO,10:30:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,10:30:00
CABALLITO,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,CABALLITO,12:00:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,VILLA URQUIZA,12:00:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,BARRACAS,12:00:00,CABALLITO,10:30:00
CABALLITO,12:00:00,BARRACAS,12:00:00,VILLA PUEYRREDON,10:30:00
BARRACAS,12:00:00,VILLA PUEYRREDON,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:00:00,CABALLITO,12:30:00,CABALLITO,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,CABALLITO,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,CABALLITO,10:30:00
CABALLITO,12:00:00,BARRACAS,12:30:00,CABALLITO,10:30:00
CABALLITO,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,VILLA URQUIZA,12:30:00,VILLA URQUIZA,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
BARRACAS,12:00:00,VILLA URQUIZA,12:30:00,CABALLITO,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,VILLA URQUIZA,12:30:00,BARRACAS,10:30:00
BARRACAS,12:00:00,BARRACAS,12:30:00,BARRACAS,10:30:00
CABALLITO,12:00:00,CABALLITO,12:30:00,BARRACAS,10:30:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:00:00,VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,10:30:00
CABALLITO,12:00:00,BARRACAS,12:30:00,CABALLITO,10:30:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:30:00,VILLA URQUIZA,10:30:00
VILLA PUEYRREDON,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,VILLA PUEYRREDON,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,VILLA URQUIZA,12:30:00,BARRACAS,10:30:00
BARRACAS,12:00:00,BARRACAS,12:30:00,BARRACAS,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,BARRACAS,10:30:00
BARRACAS,12:00:00,VILLA PUEYRREDON,12:30:00,BARRACAS,10:30:00
VILLA PUEYRREDON,12:00:00,CABALLITO,12:30:00,BARRACAS,10:30:00
VILLA URQUIZA,12:00:00,VILLA PUEYRREDON,12:30:00,BARRACAS,10:30:00
BARRACAS,12:00:00,VILLA URQUIZA,12:30:00,BARRACAS,10:30:00
VILLA PUEYRREDON,12:00:00,VILLA PUEYRREDON,12:30:00,BARRACAS,10:30:00
BARRACAS,12:00:00,VILLA URQUIZA,12:30:00,CABALLITO,10:30:00
CABALLITO,12:00:00,CABALLITO,12:30:00,CABALLITO,10:30:00
VILLA PUEYRREDON,12:00:00,VILLA URQUIZA,12:30:00,CABALLITO,10:30:00
BARRACAS,12:00:00,VILLA URQUIZA,12:30:00,CABALLITO,10:30:00
CABALLITO,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
BARRACAS,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:00:00,BARRACAS,12:30:00,CABALLITO,10:30:00
VILLA URQUIZA,12:00:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:00:00,BARRACAS,12:30:00,VILLA URQUIZA,10:30:00
VILLA PUEYRREDON,12:30:00,BARRACAS,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:30:00,BARRACAS,12:30:00,CABALLITO,10:30:00
VILLA URQUIZA,12:30:00,CABALLITO,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA URQUIZA,12:30:00,CABALLITO,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:30:00,BARRACAS,12:30:00,CABALLITO,10:30:00
CABALLITO,12:30:00,BARRACAS,12:30:00,CABALLITO,10:30:00
VILLA URQUIZA,12:30:00,CABALLITO,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA URQUIZA,12:30:00,CABALLITO,12:30:00,CABALLITO,10:30:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA PUEYRREDON,12:30:00,BARRACAS,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:30:00,BARRACAS,12:30:00,VILLA URQUIZA,10:30:00
VILLA URQUIZA,12:30:00,BARRACAS,12:30:00,BARRACAS,10:30:00
BARRACAS,12:30:00,BARRACAS,12:30:00,VILLA PUEYRREDON,10:30:00
VILLA URQUIZA,12:30:00,BARRACAS,12:30:00,BARRACAS,10:30:00
CABALLITO,12:30:00,BARRACAS,12:30:00,VILLA URQUIZA,10:30:00
CABALLITO,12:30:00,BARRACAS,12:30:00,CABALLITO,10:30:00
VILLA PUEYRREDON,12:30:00,VILLA URQUIZA,13:00:00,VILLA PUEYRREDON,10:30:00
CABALLITO,12:30:00,CABALLITO,13:00:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,13:00:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,13:00:00,CABALLITO,11:00:00
CABALLITO,12:30:00,BARRACAS,13:00:00,BARRACAS,11:00:00
CABALLITO,12:30:00,VILLA PUEYRREDON,13:00:00,CABALLITO,11:00:00
CABALLITO,12:30:00,BARRACAS,13:00:00,BARRACAS,11:00:00
VILLA URQUIZA,12:30:00,CABALLITO,13:00:00,CABALLITO,11:00:00
BARRACAS,12:30:00,CABALLITO,13:00:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,13:00:00,VILLA URQUIZA,11:00:00
VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,13:00:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,BARRACAS,13:00:00,VILLA URQUIZA,11:00:00
BARRACAS,12:30:00,VILLA URQUIZA,13:00:00,BARRACAS,11:00:00
BARRACAS,12:30:00,VILLA URQUIZA,13:00:00,VILLA URQUIZA,11:00:00
VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,13:00:00,VILLA URQUIZA,11:00:00
VILLA URQUIZA,12:30:00,CABALLITO,13:00:00,CABALLITO,11:00:00
CABALLITO,12:30:00,CABALLITO,13:00:00,CABALLITO,11:00:00
BARRACAS,12:30:00,VILLA URQUIZA,13:00:00,VILLA URQUIZA,11:00:00
VILLA URQUIZA,12:30:00,CABALLITO,13:00:00,CABALLITO,11:00:00
VILLA PUEYRREDON,12:30:00,CABALLITO,13:00:00,VILLA PUEYRREDON,11:00:00
VILLA PUEYRREDON,12:30:00,VILLA PUEYRREDON,13:00:00,BARRACAS,11:00:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,13:00:00,CABALLITO,11:00:00
CABALLITO,12:30:00,VILLA PUEYRREDON,13:00:00,BARRACAS,11:00:00
BARRACAS,12:30:00,BARRACAS,13:00:00,CABALLITO,11:00:00
CABALLITO,12:30:00,CABALLITO,13:00:00,VILLA PUEYRREDON,11:00:00
CABALLITO,12:30:00,BARRACAS,13:00:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,BARRACAS,13:00:00,CABALLITO,11:00:00
VILLA PUEYRREDON,12:30:00,VILLA PUEYRREDON,13:00:00,BARRACAS,11:00:00
BARRACAS,12:30:00,BARRACAS,13:00:00,BARRACAS,11:00:00
BARRACAS,12:30:00,VILLA URQUIZA,13:00:00,BARRACAS,11:00:00
CABALLITO,12:30:00,VILLA URQUIZA,13:00:00,BARRACAS,11:00:00
BARRACAS,12:30:00,VILLA URQUIZA,13:00:00,BARRACAS,11:00:00
VILLA PUEYRREDON,12:30:00,BARRACAS,13:00:00,BARRACAS,11:00:00
VILLA PUEYRREDON,12:30:00,BARRACAS,13:00:00,BARRACAS,11:00:00
BARRACAS,12:30:00,CABALLITO,13:30:00,VILLA PUEYRREDON,11:00:00
VILLA PUEYRREDON,12:30:00,CABALLITO,13:30:00,VILLA PUEYRREDON,11:00:00
VILLA URQUIZA,12:30:00,CABALLITO,13:30:00,VILLA PUEYRREDON,11:00:00
VILLA PUEYRREDON,12:30:00,CABALLITO,13:30:00,VILLA URQUIZA,11:00:00
VILLA PUEYRREDON,12:30:00,VILLA PUEYRREDON,13:30:00,VILLA URQUIZA,11:00:00
VILLA PUEYRREDON,12:30:00,CABALLITO,13:30:00,BARRACAS,11:00:00
BARRACAS,12:30:00,CABALLITO,13:30:00,VILLA PUEYRREDON,11:00:00
VILLA URQUIZA,12:30:00,CABALLITO,13:30:00,CABALLITO,11:00:00
VILLA PUEYRREDON,12:30:00,BARRACAS,13:30:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,VILLA URQUIZA,13:30:00,CABALLITO,11:00:00
CABALLITO,12:30:00,CABALLITO,13:30:00,CABALLITO,11:00:00
CABALLITO,12:30:00,VILLA PUEYRREDON,13:30:00,CABALLITO,11:00:00
VILLA URQUIZA,12:30:00,VILLA PUEYRREDON,13:30:00,VILLA URQUIZA,11:00:00
CABALLITO,12:30:00,CABALLITO,13:30:00,BARRACAS,11:00:00
VILLA URQUIZA,12:30:00,CABALLITO,13:30:00,VILLA URQUIZA,11:00:00
VILLA PUEYRREDON,12:30:00,CABALLITO,13:30:00,VILLA URQUIZA,11:00:00
CABALLITO,12:30:00,CABALLITO,13:30:00,VILLA URQUIZA,11:00:00
CABALLITO,12:30:00,CABALLITO,13:30:00,CABALLITO,11:00:00
CABALLITO,12:30:00,VILLA URQUIZA,13:30:00,VILLA URQUIZA,11:00:00
VILLA PUEYRREDON,13:00:00,VILLA PUEYRREDON,13:30:00,BARRACAS,11:00:00
CABALLITO,13:00:00,BARRACAS,13:30:00,CABALLITO,11:00:00
CABALLITO,13:00:00,VILLA URQUIZA,13:30:00,CABALLITO,11:00:00
CABALLITO,13:00:00,BARRACAS,13:30:00,CABALLITO,11:00:00
CABALLITO,13:00:00,VILLA URQUIZA,13:30:00,CABALLITO,11:00:00
BARRACAS,13:00:00,VILLA URQUIZA,13:30:00,BARRACAS,11:00:00
CABALLITO,13:00:00,CABALLITO,13:30:00,VILLA URQUIZA,11:00:00
VILLA URQUIZA,13:00:00,CABALLITO,13:30:00,CABALLITO,11:30:00
CABALLITO,13:00:00,CABALLITO,13:30:00,CABALLITO,11:30:00
CABALLITO,13:00:00,VILLA PUEYRREDON,13:30:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:00:00,VILLA URQUIZA,14:00:00,CABALLITO,11:30:00
CABALLITO,13:00:00,VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,11:30:00
VILLA PUEYRREDON,13:00:00,VILLA PUEYRREDON,14:00:00,VILLA PUEYRREDON,11:30:00
VILLA URQUIZA,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
VILLA URQUIZA,13:00:00,BARRACAS,14:00:00,VILLA PUEYRREDON,11:30:00
CABALLITO,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
CABALLITO,13:00:00,VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,11:30:00
VILLA URQUIZA,13:00:00,VILLA PUEYRREDON,14:00:00,VILLA PUEYRREDON,11:30:00
VILLA URQUIZA,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
BARRACAS,13:00:00,VILLA URQUIZA,14:00:00,CABALLITO,11:30:00
CABALLITO,13:00:00,CABALLITO,14:00:00,VILLA URQUIZA,11:30:00
CABALLITO,13:00:00,CABALLITO,14:00:00,CABALLITO,11:30:00
CABALLITO,13:00:00,CABALLITO,14:00:00,CABALLITO,11:30:00
VILLA URQUIZA,13:00:00,VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,11:30:00
VILLA PUEYRREDON,13:00:00,BARRACAS,14:00:00,VILLA PUEYRREDON,11:30:00
BARRACAS,13:00:00,CABALLITO,14:00:00,CABALLITO,11:30:00
BARRACAS,13:00:00,CABALLITO,14:00:00,VILLA PUEYRREDON,11:30:00
BARRACAS,13:00:00,BARRACAS,14:00:00,VILLA URQUIZA,11:30:00
CABALLITO,13:00:00,BARRACAS,14:00:00,CABALLITO,11:30:00
VILLA URQUIZA,13:00:00,VILLA URQUIZA,14:00:00,CABALLITO,11:30:00
VILLA PUEYRREDON,13:00:00,VILLA PUEYRREDON,14:00:00,CABALLITO,11:30:00
CABALLITO,13:00:00,VILLA URQUIZA,14:00:00,VILLA PUEYRREDON,11:30:00
BARRACAS,13:00:00,VILLA URQUIZA,14:00:00,CABALLITO,11:30:00
VILLA PUEYRREDON,13:00:00,VILLA URQUIZA,14:00:00,CABALLITO,11:30:00
